test,nact,before
89.39,64.0,9.65
89.57,64.0,9.65
90.01,64.0,9.65
89.48,64.0,9.65
90.03,64.0,9.65
90.24,64.0,9.65
90.31,64.0,9.65
89.84,64.0,9.65
90.05,64.0,9.65
89.76,64.0,9.65
89.92,64.0,9.65
89.58,64.0,9.65
90.34,64.0,9.65
89.44,64.0,9.65
89.83,64.0,9.65
89.13,64.0,9.65
89.57,64.0,9.65
89.99,64.0,9.65
89.68,64.0,9.65
90.12,64.0,9.65
89.54,64.0,9.65
89.73,64.0,9.65
89.48,64.0,9.65
89.94,64.0,9.65
90.23,64.0,9.65
89.75,64.0,9.65
90.16,64.0,9.65
90.14,64.0,9.65
89.46,64.0,9.65
89.75,64.0,9.65
90.05,64.0,9.65
90.2,64.0,9.65
89.83,64.0,9.65
89.72,64.0,9.65
89.52,64.0,9.65
89.5,64.0,9.65
90.16,64.0,9.65
90.08,64.0,9.65
90.09,64.0,9.65
89.77,64.0,9.65
90.08,64.0,9.65
90.11,64.0,9.65
89.57,64.0,9.65
89.99,64.0,9.65
89.89,64.0,9.65
89.95,64.0,9.65
90.05,64.0,9.65
89.61,64.0,9.65
90.09,64.0,9.65
90.19,64.0,9.65
90.14,64.0,9.65
89.87,64.0,9.65
90.28,64.0,9.65
89.89,64.0,9.65
89.91,64.0,9.65
90.08,64.0,9.65
89.43,64.0,9.65
89.73,64.0,9.65
90.11,64.0,9.65
90.06,64.0,9.65
90.05,64.0,9.65
90.24,64.0,9.65
90.05,64.0,9.65
89.66,64.0,9.65
89.82,64.0,9.65
89.42,64.0,9.65
89.68,64.0,9.65
89.99,64.0,9.65
90.1,64.0,9.65
90.27,64.0,9.65
89.81,64.0,9.65
90.36,64.0,9.65
90.09,64.0,9.65
89.86,64.0,9.65
90.27,64.0,9.65
90.47,64.0,9.65
90.35,64.0,9.65
90.42,64.0,9.65
90.49,64.0,9.65
90.03,64.0,9.65
89.83,64.0,9.65
90.27,64.0,9.65
89.5,64.0,9.65
90.21,64.0,9.65
69.01,51.2,10.0
74.96,51.2,10.0
78.08,51.2,10.0
79.69,51.2,10.0
81.33,51.2,10.0
83.03,51.2,10.0
83.51,51.2,10.0
83.68,51.2,10.0
84.27,51.2,10.0
84.72,51.2,10.0
84.72,51.2,10.0
85.85,51.2,10.0
85.8,51.2,10.0
86.06,51.2,10.0
86.35,51.2,10.0
86.59,51.2,10.0
86.63,51.2,10.0
86.9,51.2,10.0
87.17,51.2,10.0
87.03,51.2,10.0
87.05,51.2,10.0
87.26,51.2,10.0
87.94,51.2,10.0
87.71,51.2,10.0
87.81,51.2,10.0
87.38,51.2,10.0
88.13,51.2,10.0
88.04,51.2,10.0
88.17,51.2,10.0
88.35,51.2,10.0
88.01,51.2,10.0
88.36,51.2,10.0
87.82,51.2,10.0
88.32,51.2,10.0
88.32,51.2,10.0
88.33,51.2,10.0
88.45,51.2,10.0
88.18,51.2,10.0
88.26,51.2,10.0
88.57,51.2,10.0
88.51,51.2,10.0
88.56,51.2,10.0
88.66,51.2,10.0
88.9,51.2,10.0
88.51,51.2,10.0
88.81,51.2,10.0
88.57,51.2,10.0
88.66,51.2,10.0
88.72,51.2,10.0
88.91,51.2,10.0
88.72,51.2,10.0
89.01,51.2,10.0
88.84,51.2,10.0
89.26,51.2,10.0
89.23,51.2,10.0
89.05,51.2,10.0
89.5,51.2,10.0
89.0,51.2,10.0
88.91,51.2,10.0
89.16,51.2,10.0
88.64,51.2,10.0
89.56,51.2,10.0
89.46,51.2,10.0
89.4,51.2,10.0
89.0,51.2,10.0
88.93,51.2,10.0
89.13,51.2,10.0
89.11,51.2,10.0
89.59,51.2,10.0
89.43,51.2,10.0
89.48,51.2,10.0
89.25,51.2,10.0
89.41,51.2,10.0
89.42,51.2,10.0
89.11,51.2,10.0
89.18,51.2,10.0
88.99,51.2,10.0
89.65,51.2,10.0
89.35,51.2,10.0
89.34,51.2,10.0
89.17,51.2,10.0
89.47,51.2,10.0
89.18,51.2,10.0
89.41,51.2,10.0
89.25,51.2,10.0
89.38,51.2,10.0
89.01,51.2,10.0
89.04,51.2,10.0
89.34,51.2,10.0
89.39,51.2,10.0
89.1,51.2,10.0
89.61,51.2,10.0
89.66,51.2,10.0
89.69,51.2,10.0
89.89,51.2,10.0
89.14,51.2,10.0
89.51,51.2,10.0
89.57,51.2,10.0
89.37,51.2,10.0
89.56,51.2,10.0
89.61,51.2,10.0
89.25,51.2,10.0
89.56,51.2,10.0
89.67,51.2,10.0
89.67,51.2,10.0
89.51,51.2,10.0
89.48,51.2,10.0
89.64,51.2,10.0
89.73,51.2,10.0
89.63,51.2,10.0
89.22,51.2,10.0
89.67,51.2,10.0
89.32,51.2,10.0
89.5,51.2,10.0
89.26,51.2,10.0
89.78,51.2,10.0
89.37,51.2,10.0
89.78,51.2,10.0
89.46,51.2,10.0
89.57,51.2,10.0
89.32,51.2,10.0
89.8,51.2,10.0
89.57,51.2,10.0
89.36,51.2,10.0
89.57,51.2,10.0
89.49,51.2,10.0
89.66,51.2,10.0
89.48,51.2,10.0
90.15,51.2,10.0
89.74,51.2,10.0
89.95,51.2,10.0
89.24,51.2,10.0
89.52,51.2,10.0
89.61,51.2,10.0
89.39,51.2,10.0
89.67,51.2,10.0
89.74,51.2,10.0
89.64,51.2,10.0
89.67,51.2,10.0
89.45,51.2,10.0
90.04,51.2,10.0
89.81,51.2,10.0
89.87,51.2,10.0
89.94,51.2,10.0
89.67,51.2,10.0
89.69,51.2,10.0
89.75,51.2,10.0
89.54,51.2,10.0
89.78,51.2,10.0
89.82,51.2,10.0
90.01,51.2,10.0
90.06,51.2,10.0
89.39,51.2,10.0
89.36,51.2,10.0
89.92,51.2,10.0
89.62,51.2,10.0
89.76,51.2,10.0
89.61,51.2,10.0
89.83,51.2,10.0
89.99,51.2,10.0
90.08,51.2,10.0
90.02,51.2,10.0
90.01,51.2,10.0
89.78,51.2,10.0
89.66,51.2,10.0
89.41,51.2,10.0
89.9,51.2,10.0
90.16,51.2,10.0
89.36,51.2,10.0
90.1,51.2,10.0
90.05,51.2,10.0
89.85,51.2,10.0
90.37,51.2,10.0
90.02,51.2,10.0
89.7,51.2,10.0
89.64,51.2,10.0
89.89,51.2,10.0
89.64,51.2,10.0
89.72,51.2,10.0
89.94,51.2,10.0
90.27,51.2,10.0
89.83,51.2,10.0
89.68,51.2,10.0
89.95,51.2,10.0
89.78,51.2,10.0
89.31,51.2,10.0
90.13,51.2,10.0
89.91,51.2,10.0
89.61,51.2,10.0
89.93,51.2,10.0
89.86,51.2,10.0
89.89,51.2,10.0
89.79,51.2,10.0
89.47,51.2,10.0
90.05,51.2,10.0
90.04,51.2,10.0
89.63,51.2,10.0
89.92,51.2,10.0
89.63,51.2,10.0
89.39,51.2,10.0
90.01,51.2,10.0
89.72,51.2,10.0
89.66,51.2,10.0
90.1,51.2,10.0
89.72,51.2,10.0
90.13,51.2,10.0
89.99,51.2,10.0
89.52,51.2,10.0
89.93,51.2,10.0
89.82,51.2,10.0
89.97,51.2,10.0
89.67,51.2,10.0
89.59,51.2,10.0
89.7,51.2,10.0
89.47,51.2,10.0
90.04,51.2,10.0
89.86,51.2,10.0
89.56,51.2,10.0
89.84,51.2,10.0
90.19,51.2,10.0
89.72,51.2,10.0
89.98,51.2,10.0
89.79,51.2,10.0
90.04,51.2,10.0
89.96,51.2,10.0
90.17,51.2,10.0
89.61,51.2,10.0
89.65,51.2,10.0
89.88,51.2,10.0
90.01,51.2,10.0
89.83,51.2,10.0
90.01,51.2,10.0
89.93,51.2,10.0
89.85,51.2,10.0
90.11,51.2,10.0
89.82,51.2,10.0
90.18,51.2,10.0
89.75,51.2,10.0
89.76,51.2,10.0
89.75,51.2,10.0
89.86,51.2,10.0
90.0,51.2,10.0
89.77,51.2,10.0
89.8,51.2,10.0
90.12,51.2,10.0
89.87,51.2,10.0
89.82,51.2,10.0
90.01,51.2,10.0
89.62,51.2,10.0
89.54,51.2,10.0
90.44,51.2,10.0
90.06,51.2,10.0
90.28,51.2,10.0
90.27,51.2,10.0
89.74,51.2,10.0
90.17,51.2,10.0
90.19,51.2,10.0
90.07,51.2,10.0
90.39,51.2,10.0
89.84,51.2,10.0
89.92,51.2,10.0
89.54,51.2,10.0
90.01,51.2,10.0
90.01,51.2,10.0
90.01,51.2,10.0
90.3,51.2,10.0
90.14,51.2,10.0
89.64,51.2,10.0
89.82,51.2,10.0
89.88,51.2,10.0
90.52,51.2,10.0
90.39,51.2,10.0
89.61,51.2,10.0
90.51,51.2,10.0
89.96,51.2,10.0
89.99,51.2,10.0
90.32,51.2,10.0
89.84,51.2,10.0
90.19,51.2,10.0
89.78,51.2,10.0
89.87,51.2,10.0
90.26,51.2,10.0
89.95,51.2,10.0
89.86,51.2,10.0
89.98,51.2,10.0
90.41,51.2,10.0
90.24,51.2,10.0
90.23,51.2,10.0
90.32,51.2,10.0
90.51,51.2,10.0
90.47,51.2,10.0
90.25,51.2,10.0
89.95,51.2,10.0
89.74,51.2,10.0
89.98,51.2,10.0
90.24,51.2,10.0
89.87,51.2,10.0
89.87,51.2,10.0
89.83,51.2,10.0
89.89,51.2,10.0
73.59,41.0,9.99
77.49,41.0,9.99
80.81,41.0,9.99
82.62,41.0,9.99
83.45,41.0,9.99
84.52,41.0,9.99
84.11,41.0,9.99
85.82,41.0,9.99
86.59,41.0,9.99
86.11,41.0,9.99
86.58,41.0,9.99
86.99,41.0,9.99
86.7,41.0,9.99
87.45,41.0,9.99
87.7,41.0,9.99
87.84,41.0,9.99
87.77,41.0,9.99
87.32,41.0,9.99
87.49,41.0,9.99
88.3,41.0,9.99
88.23,41.0,9.99
88.39,41.0,9.99
88.18,41.0,9.99
88.25,41.0,9.99
88.7,41.0,9.99
88.15,41.0,9.99
88.35,41.0,9.99
88.59,41.0,9.99
88.41,41.0,9.99
88.25,41.0,9.99
88.65,41.0,9.99
88.92,41.0,9.99
88.63,41.0,9.99
88.5,41.0,9.99
88.76,41.0,9.99
88.58,41.0,9.99
88.64,41.0,9.99
89.05,41.0,9.99
89.31,41.0,9.99
88.8,41.0,9.99
89.12,41.0,9.99
88.89,41.0,9.99
89.04,41.0,9.99
89.15,41.0,9.99
89.21,41.0,9.99
89.1,41.0,9.99
89.08,41.0,9.99
89.23,41.0,9.99
88.85,41.0,9.99
89.06,41.0,9.99
89.09,41.0,9.99
89.24,41.0,9.99
89.55,41.0,9.99
88.86,41.0,9.99
88.97,41.0,9.99
89.17,41.0,9.99
89.29,41.0,9.99
88.92,41.0,9.99
89.02,41.0,9.99
88.9,41.0,9.99
89.13,41.0,9.99
89.29,41.0,9.99
89.17,41.0,9.99
89.16,41.0,9.99
89.34,41.0,9.99
89.34,41.0,9.99
89.37,41.0,9.99
88.88,41.0,9.99
89.37,41.0,9.99
89.26,41.0,9.99
89.22,41.0,9.99
89.56,41.0,9.99
89.48,41.0,9.99
89.57,41.0,9.99
89.32,41.0,9.99
89.54,41.0,9.99
89.56,41.0,9.99
89.58,41.0,9.99
89.26,41.0,9.99
89.42,41.0,9.99
89.52,41.0,9.99
89.44,41.0,9.99
89.07,41.0,9.99
89.24,41.0,9.99
89.28,41.0,9.99
89.39,41.0,9.99
89.6,41.0,9.99
89.41,41.0,9.99
89.38,41.0,9.99
89.29,41.0,9.99
88.92,41.0,9.99
89.72,41.0,9.99
89.7,41.0,9.99
89.49,41.0,9.99
89.41,41.0,9.99
89.52,41.0,9.99
89.36,41.0,9.99
89.49,41.0,9.99
89.45,41.0,9.99
89.71,41.0,9.99
89.29,41.0,9.99
89.18,41.0,9.99
89.28,41.0,9.99
89.23,41.0,9.99
89.54,41.0,9.99
90.1,41.0,9.99
89.71,41.0,9.99
89.73,41.0,9.99
89.59,41.0,9.99
89.51,41.0,9.99
89.75,41.0,9.99
89.4,41.0,9.99
89.44,41.0,9.99
89.48,41.0,9.99
89.33,41.0,9.99
89.64,41.0,9.99
89.61,41.0,9.99
89.65,41.0,9.99
89.58,41.0,9.99
89.07,41.0,9.99
89.35,41.0,9.99
89.71,41.0,9.99
89.65,41.0,9.99
89.42,41.0,9.99
89.3,41.0,9.99
89.27,41.0,9.99
89.48,41.0,9.99
89.54,41.0,9.99
89.21,41.0,9.99
89.56,41.0,9.99
89.23,41.0,9.99
89.6,41.0,9.99
89.71,41.0,9.99
89.59,41.0,9.99
89.35,41.0,9.99
90.08,41.0,9.99
89.62,41.0,9.99
89.77,41.0,9.99
89.78,41.0,9.99
90.0,41.0,9.99
89.5,41.0,9.99
89.48,41.0,9.99
89.61,41.0,9.99
89.73,41.0,9.99
89.54,41.0,9.99
89.83,41.0,9.99
89.95,41.0,9.99
89.76,41.0,9.99
89.54,41.0,9.99
89.71,41.0,9.99
89.57,41.0,9.99
89.92,41.0,9.99
89.34,41.0,9.99
89.42,41.0,9.99
89.86,41.0,9.99
90.0,41.0,9.99
89.6,41.0,9.99
89.48,41.0,9.99
89.75,41.0,9.99
90.08,41.0,9.99
89.43,41.0,9.99
89.66,41.0,9.99
89.97,41.0,9.99
89.89,41.0,9.99
89.95,41.0,9.99
89.86,41.0,9.99
89.58,41.0,9.99
90.0,41.0,9.99
90.12,41.0,9.99
89.99,41.0,9.99
89.62,41.0,9.99
89.53,41.0,9.99
90.17,41.0,9.99
89.71,41.0,9.99
89.87,41.0,9.99
89.78,41.0,9.99
89.68,41.0,9.99
89.94,41.0,9.99
89.91,41.0,9.99
90.13,41.0,9.99
89.95,41.0,9.99
89.85,41.0,9.99
90.31,41.0,9.99
90.58,41.0,9.99
90.03,41.0,9.99
89.79,41.0,9.99
89.7,41.0,9.99
89.83,41.0,9.99
89.8,41.0,9.99
90.16,41.0,9.99
90.42,41.0,9.99
90.11,41.0,9.99
90.34,41.0,9.99
90.18,41.0,9.99
89.95,41.0,9.99
89.82,41.0,9.99
89.94,41.0,9.99
90.2,41.0,9.99
90.1,41.0,9.99
90.13,41.0,9.99
90.45,41.0,9.99
89.51,41.0,9.99
90.32,41.0,9.99
89.9,41.0,9.99
90.19,41.0,9.99
90.28,41.0,9.99
89.78,41.0,9.99
90.31,41.0,9.99
89.99,41.0,9.99
89.55,41.0,9.99
89.6,41.0,9.99
90.19,41.0,9.99
89.74,41.0,9.99
90.13,41.0,9.99
89.82,41.0,9.99
89.74,41.0,9.99
90.22,41.0,9.99
89.64,41.0,9.99
89.73,41.0,9.99
89.64,41.0,9.99
90.07,41.0,9.99
90.05,41.0,9.99
89.85,41.0,9.99
90.06,41.0,9.99
89.9,41.0,9.99
90.13,41.0,9.99
90.28,41.0,9.99
90.14,41.0,9.99
90.11,41.0,9.99
90.19,41.0,9.99
90.25,41.0,9.99
90.03,41.0,9.99
90.22,41.0,9.99
90.16,41.0,9.99
90.38,41.0,9.99
90.21,41.0,9.99
90.42,41.0,9.99
90.21,41.0,9.99
90.2,41.0,9.99
90.1,41.0,9.99
89.73,41.0,9.99
90.02,41.0,9.99
89.55,41.0,9.99
89.86,41.0,9.99
90.19,41.0,9.99
90.3,41.0,9.99
90.31,41.0,9.99
90.39,41.0,9.99
90.31,41.0,9.99
90.42,41.0,9.99
90.16,41.0,9.99
90.35,41.0,9.99
90.86,41.0,9.99
90.34,41.0,9.99
89.75,41.0,9.99
90.35,41.0,9.99
90.73,41.0,9.99
90.63,41.0,9.99
90.38,41.0,9.99
90.41,41.0,9.99
90.67,41.0,9.99
90.41,41.0,9.99
90.12,41.0,9.99
90.32,41.0,9.99
89.97,41.0,9.99
90.38,41.0,9.99
90.31,41.0,9.99
90.52,41.0,9.99
90.0,41.0,9.99
89.81,41.0,9.99
90.3,41.0,9.99
90.06,41.0,9.99
89.82,41.0,9.99
90.0,41.0,9.99
89.72,41.0,9.99
89.87,41.0,9.99
90.44,41.0,9.99
89.76,41.0,9.99
90.14,41.0,9.99
89.74,41.0,9.99
90.09,41.0,9.99
89.86,41.0,9.99
90.19,41.0,9.99
90.0,41.0,9.99
89.89,41.0,9.99
90.01,41.0,9.99
90.05,41.0,9.99
89.99,41.0,9.99
90.28,41.0,9.99
90.1,41.0,9.99
90.3,41.0,9.99
90.54,41.0,9.99
90.11,41.0,9.99
89.91,41.0,9.99
90.16,41.0,9.99
90.06,41.0,9.99
90.16,41.0,9.99
90.13,41.0,9.99
90.05,41.0,9.99
90.09,41.0,9.99
75.96,32.8,10.23
81.1,32.8,10.23
83.03,32.8,10.23
84.06,32.8,10.23
85.42,32.8,10.23
85.44,32.8,10.23
86.42,32.8,10.23
86.52,32.8,10.23
87.13,32.8,10.23
87.0,32.8,10.23
87.43,32.8,10.23
87.4,32.8,10.23
87.61,32.8,10.23
87.5,32.8,10.23
86.93,32.8,10.23
88.22,32.8,10.23
87.96,32.8,10.23
87.81,32.8,10.23
88.15,32.8,10.23
88.42,32.8,10.23
88.16,32.8,10.23
88.43,32.8,10.23
88.27,32.8,10.23
88.55,32.8,10.23
88.72,32.8,10.23
88.96,32.8,10.23
88.98,32.8,10.23
88.77,32.8,10.23
88.66,32.8,10.23
89.02,32.8,10.23
89.03,32.8,10.23
89.25,32.8,10.23
88.89,32.8,10.23
88.9,32.8,10.23
89.38,32.8,10.23
89.05,32.8,10.23
89.12,32.8,10.23
89.14,32.8,10.23
89.03,32.8,10.23
89.14,32.8,10.23
89.55,32.8,10.23
88.92,32.8,10.23
89.36,32.8,10.23
89.48,32.8,10.23
89.38,32.8,10.23
89.26,32.8,10.23
89.25,32.8,10.23
89.54,32.8,10.23
89.4,32.8,10.23
89.52,32.8,10.23
89.5,32.8,10.23
89.37,32.8,10.23
89.51,32.8,10.23
89.88,32.8,10.23
89.38,32.8,10.23
89.71,32.8,10.23
89.55,32.8,10.23
89.58,32.8,10.23
89.54,32.8,10.23
89.66,32.8,10.23
89.7,32.8,10.23
89.5,32.8,10.23
90.01,32.8,10.23
90.02,32.8,10.23
89.69,32.8,10.23
89.72,32.8,10.23
89.77,32.8,10.23
89.99,32.8,10.23
89.84,32.8,10.23
89.88,32.8,10.23
90.0,32.8,10.23
89.89,32.8,10.23
90.13,32.8,10.23
89.89,32.8,10.23
90.06,32.8,10.23
89.97,32.8,10.23
90.1,32.8,10.23
90.23,32.8,10.23
89.8,32.8,10.23
89.76,32.8,10.23
89.85,32.8,10.23
90.07,32.8,10.23
90.35,32.8,10.23
89.74,32.8,10.23
89.69,32.8,10.23
89.74,32.8,10.23
89.86,32.8,10.23
89.56,32.8,10.23
89.63,32.8,10.23
89.76,32.8,10.23
89.81,32.8,10.23
89.93,32.8,10.23
89.8,32.8,10.23
89.51,32.8,10.23
89.42,32.8,10.23
89.88,32.8,10.23
89.73,32.8,10.23
89.81,32.8,10.23
89.96,32.8,10.23
89.6,32.8,10.23
89.67,32.8,10.23
89.56,32.8,10.23
89.57,32.8,10.23
89.45,32.8,10.23
89.56,32.8,10.23
89.88,32.8,10.23
89.54,32.8,10.23
89.81,32.8,10.23
89.76,32.8,10.23
89.99,32.8,10.23
89.87,32.8,10.23
89.9,32.8,10.23
89.57,32.8,10.23
89.56,32.8,10.23
89.79,32.8,10.23
89.76,32.8,10.23
90.05,32.8,10.23
90.1,32.8,10.23
89.99,32.8,10.23
89.84,32.8,10.23
89.96,32.8,10.23
89.76,32.8,10.23
89.91,32.8,10.23
90.0,32.8,10.23
89.94,32.8,10.23
89.87,32.8,10.23
90.2,32.8,10.23
90.04,32.8,10.23
89.63,32.8,10.23
89.99,32.8,10.23
89.69,32.8,10.23
90.04,32.8,10.23
89.46,32.8,10.23
89.9,32.8,10.23
90.17,32.8,10.23
90.11,32.8,10.23
89.86,32.8,10.23
89.94,32.8,10.23
90.06,32.8,10.23
89.8,32.8,10.23
89.66,32.8,10.23
90.04,32.8,10.23
89.91,32.8,10.23
89.96,32.8,10.23
90.07,32.8,10.23
90.04,32.8,10.23
90.27,32.8,10.23
90.55,32.8,10.23
90.13,32.8,10.23
90.26,32.8,10.23
89.8,32.8,10.23
90.16,32.8,10.23
89.98,32.8,10.23
89.78,32.8,10.23
90.02,32.8,10.23
90.0,32.8,10.23
90.14,32.8,10.23
90.16,32.8,10.23
90.36,32.8,10.23
89.8,32.8,10.23
90.0,32.8,10.23
90.14,32.8,10.23
